x1,x2,label
1.7041104377619194,0.473623071743819,0
1.8950636907598677,2.1607662316501797,1
0.16821860074501288,2.527006254272949,0
1.2577013988381645,2.3130159488170627,1
2.358122633049706,1.8889783382474257,1
4.047203919492246,-0.39268563286952946,0
4.778362057771485,0.2844272035375135,0
4.90272055038953,-0.5887590762157889,0
1.4484584694283706,2.026714443001307,0
1.8672082699605164,3.583338996310946,1
0.02550004488331558,2.0098382422682137,0
1.731526627215474,1.979917761400447,1
0.8997864555900221,1.4052121497367343,1
3.9887161527407926,-0.4970302238761201,0
3.31929287087608,-0.26308516596118664,0
-0.4691543776269931,2.694224512371178,0
0.3516392795550838,2.4022989279058815,1
2.55473130554169,0.796540444017043,0
1.4126092024993122,3.0920222214170576,1
1.7241749981930163,1.9756323819979982,0
4.832537874368375,0.5665293664820531,0
0.6999550618165407,4.023312389703845,1
1.0336741921052002,2.6598600399020236,1
1.89594293569871,1.6871933177007863,0
-1.2472683944585135,2.2779252420308547,0
0.788085178702588,4.508809774543205,0
3.833809759143075,1.6818252338865045,1
0.678127998357064,2.739240530245764,0
2.234458407537224,0.8584285264080136,1
3.637124038322624,0.8741793971834464,0
1.2552698459514007,1.4246827690278514,1
2.0793968006086083,2.171371459332126,0
0.6155856471040859,-0.1470081000113619,1
0.08220325326280675,3.8386833692824274,0
0.6539007028625733,1.4625386764465085,0
3.202613043070257,2.9930029310881814,1
0.503988708480861,5.730660095270129,0
0.8509795098525963,4.764735996727997,0
2.4463085005343768,-1.2962262864272378,0
1.0131646098221063,4.163646394157771,1
1.6108649893382185,1.1006752575709915,1
2.093805302790496,3.1558986459466216,1
2.5541271571557385,2.3600030324370396,1
3.434414810931393,-0.7928321503047367,0
-0.2877384093728741,2.5413864330497975,0
2.3774140238218915,2.140554781042217,0
0.34583733385168336,1.3128356503193421,1
1.041767448614145,1.5421944304569903,1
3.2707840014974994,0.42889147924160986,0
1.6140322562327734,1.8034050910463577,1
3.4473720077711683,0.5930884509309018,0
5.072436774928954,0.9733563568153162,0
2.072542271289945,0.8722012231564255,0
0.042584816767305966,1.9917251042248145,1
0.5945645520394309,-1.290937953186999,0
3.787153397895835,-0.07391474010156222,0
-1.6460926472267723,3.622160594744975,0
2.2264259907112933,1.2451160918261093,1
0.8055561456874301,2.612329690069328,0
1.16346185852569,-1.4390165689711572,0
2.449657226373337,2.2835483427761,1
3.6467120427507727,1.4192897280926209,1
-1.2233288398736846,4.397429406984725,0
3.423255909988954,-0.15874569663799537,0
1.8384471346487676,1.5065582314096693,1
2.4377039711945714,2.4962623339005696,1
-1.8123338236929578,4.636855399215391,0
2.6275128481850683,2.2325633063284642,0
1.3906618787910023,2.96022729391471,0
1.5684275444902755,1.2088809250332466,1
2.7719412014968947,2.0055531193265157,1
-0.419000681758236,3.0853106310904934,0
0.7636293891485025,-0.1361564022777908,0
-0.09507917385477015,1.8200256671424588,0
2.9184939891863677,-0.3071830632386388,0
0.8052360641048466,2.7271286469802423,1
-1.147907625783811,3.0758677451319403,0
1.0164019542321039,-2.1708229599091835,0
4.2786711850953125,0.5329646622962503,0
0.3942282950722824,2.63944104338517,1
1.1856025117489204,2.951552807242236,1
3.0337271978561,2.111826860219209,1
1.3444162459457143,2.6324864391966996,1
-0.17071529760207982,4.319559893068346,0
0.5644994347274582,4.163475829049315,0
5.642294677726056,0.4577714974504274,0
0.36720789880996285,2.115631678358761,0
4.405439764599949,0.7427898238313735,0
1.403761608138462,2.9509274430147023,1
